gloss,text
SHE NOT SEE LETTER,She does not see the letter.
WHY HE FEEL READY,Why is he feeling ready?
NIGHT STUDENT USE VIDEO,"At night, the student is using the video."
NOW BABY FEEL SORRY,"Now, the baby is feeling sorry."
NOW GROUP FEEL SCARED,"Now, the group are feeling scared."
NIGHT WE EXPLAIN I,"At night, we are explaining me."
BROTHER NOT LIKE SOLUTION,The brother does not like the solution.
AFTERNOON MAN DEVELOP EXAM,"In the afternoon, the man is developing the exam."
YOU LIKE LIBRARY YOU-KNOW,Do you like the library?
NOW FAMILY MEET FATHER,"Now, the family are meeting the father."
GROUP NOT LIKE LESSON,The group do not like the lesson.
TOMORROW FRIEND MOVE CITY,"Tomorrow, the friend will move to the city."
TOMORROW YOU FEEL TIRED,"Tomorrow, you will feel tired."
NOW WORKER STUDY AGE,"Now, the worker is studying the age."
HOW-MANY SENTENCE THEY HAVE,How many sentences does they have?
NOW BABY FEEL BORED,"Now, the baby is feeling bored."
DOCTOR NOT KNOW TIME,The doctor does not know the time.
TOMORROW BABY VISIT PARK,"Tomorrow, the baby will visit the park."
TOMORROW WORKER NEED GRADE,"Tomorrow, the worker will need the grade."
AFTERNOON BABY DELETE SYSTEM,"In the afternoon, the baby is deleting the system."
NOW TEACHER MOVE PARK,"Now, the teacher is moving to the park."
MORNING WORKER DRINK MEDICINE,"In the morning, the worker is drinking some medicine."
THEY NOT WANT BAG,They do not want the bag.
NIGHT THEY VISIT RESTAURANT,"At night, they are visiting the restaurant."
AFTERNOON CHILD DELETE SYSTEM,"In the afternoon, the child is deleting the system."
I WANT TIME YOU-KNOW,Do I want the time?
NOW BOSS COOK APPLE,"Now, the boss is cooking some apple."
I OK YOU-KNOW,Am I okay?
MORNING FAMILY FEEL SCARED,"In the morning, the family are feeling scared."
THEY NOT UNDERSTAND TIME,They do not understand the time.
HE NOT LIKE ENGLISH,He does not like the english.
NOW SHE PROGRAM LANGUAGE,"Now, she is programming the language."
TOMORROW YOU DRIVE_CAR BUS,"Tomorrow, you will drive the bus."
NIGHT THEY SHARE PROJECT,"At night, they are sharing the project."
NOW WE ASK LANGUAGE,"Now, we are asking the language."
MORNING WE ANSWER APP,"In the morning, we are answering the app."
BOSS NOT WANT DESIGN,The boss does not want the design.
HOW-MANY MEETING I HAVE,How many meetings do I have?
NOW DOCTOR FEEL SICK,"Now, the doctor is feeling sick."
FATHER NOT HAVE SCHOOL,The father does not have the school.
AFTERNOON BOSS CARRY MONEY,"In the afternoon, the boss is carrying the money."
YESTERDAY TEAM SHOW TEAM,"Yesterday, the team showed the team."
YESTERDAY I GO STORE FIND CAMERA COME HOME,"Yesterday, I went to the store, found the camera, and came home."
PLEASE HELP ME I NEED INTERNET FOR DESIGN,"Please help me, I need the internet for the design."
PLEASE HELP ME I NEED CODE FOR BODY,"Please help me, I need the code for the body."
YESTERDAY I GO SCHOOL SEE DATA COME HOME,"Yesterday, I went to the school, saw the data, and came home."
AFTERNOON WE SAVE MODEL,"In the afternoon, we are saving the model."
MORNING DOCTOR PAY IDEA,"In the morning, the doctor is paying the idea."
TEAM NOT SEE BOOK,The team do not see the book.
SPELL L,L.
AFTERNOON WE DRINK WATER,"In the afternoon, we are drinking some water."
MORNING FATHER MEET WORKER,"In the morning, the father is meeting the worker."
NOW HE SHOW BOSS,"Now, he is showing the boss."
PLEASE HELP ME I NEED ENGLISH FOR BODY,"Please help me, I need the english for the body."
SISTER NOT SEE BODY,The sister does not see the body.
WE OK YOU-KNOW,Are we okay?
MORNING THEY BUY APPLE,"In the morning, they are buying some apple."
YESTERDAY TEAM MOVE COMPANY,"Yesterday, the team moved to the company."
NOW WOMAN COOK APPLE,"Now, the woman is cooking some apple."
YESTERDAY YOU FEEL CONFUSED,"Yesterday, you felt confused."
NOW WORKER FEEL SCARED,"Now, the worker is feeling scared."
GROUP NOT SEE VIDEO,The group do not see the video.
MORNING STUDENT GET MONEY,"In the morning, the student is getting the money."
FAMILY NOT LIKE CITY,The family do not like the city.
NIGHT THEY SHOW YOU,"At night, they are showing you."
MORNING HE ARRIVE HOSPITAL,"In the morning, he is arriving at the hospital."
YESTERDAY WOMAN DRIVE_CAR BUS,"Yesterday, the woman drove the bus."
TOMORROW CHILD SAVE CODE,"Tomorrow, the child will save the code."
AFTERNOON FATHER RETURN COMPANY,"In the afternoon, the father is returning to the company."
HE HAVE PASSWORD YOU-KNOW,Does he have the password?
NOW WOMAN PUSH DESIGN,"Now, the woman is pushing the design."
BROTHER NOT UNDERSTAND INTERNET,The brother does not understand the internet.
NOW TEACHER DELETE CAMERA,"Now, the teacher is deleting the camera."
YESTERDAY DOCTOR COOK APPLE,"Yesterday, the doctor cooked some apple."
NIGHT CHILD NEED BANK,"At night, the child needs the bank."
AFTERNOON CHILD FEEL TIRED,"In the afternoon, the child is feeling tired."
TOMORROW POLICE SAVE CODE,"Tomorrow, the police will save the code."
WORKER NOT HAVE COMPANY,The worker does not have the company.
SHE NOT NEED CAMERA,She does not need the camera.
TOMORROW MOTHER UPLOAD DATA,"Tomorrow, the mother will upload the data."
MORNING DOCTOR FEEL CONFUSED,"In the morning, the doctor is feeling confused."
NIGHT HE SHARE DATA,"At night, he is sharing the data."
SIGN WHERE,Where is the sign?
TOMORROW MORNING I WANT GO PARK READ PROJECT,"Tomorrow morning, I want to go to the park and read the project."
TOMORROW BROTHER LOGIN COMPUTER,"Tomorrow, the brother will login the computer."
YESTERDAY TEACHER FEEL HAPPY,"Yesterday, the teacher felt happy."
I WANT COFFEE YOU-KNOW,Do I want some coffee?
MORNING THEY FEEL SICK,"In the morning, they are feeling sick."
YESTERDAY STUDENT SHOW GROUP,"Yesterday, the student showed the group."
SHE WANT MONEY YOU-KNOW,Does she want the money?
NOW GROUP SELL HAND,"Now, the group are selling the hand."
NOW SISTER FEEL BORED,"Now, the sister is feeling bored."
TOMORROW YOU FEEL BUSY,"Tomorrow, you will feel busy."
GROUP NOT NEED KEY,The group do not need the key.
FAMILY NOT UNDERSTAND WORD,The family do not understand the word.
MORNING HE INSTALL LAPTOP,"In the morning, he is installing the laptop."
YESTERDAY STUDENT GO CITY,"Yesterday, the student went to the city."
TOMORROW YOU COME STORE,"Tomorrow, you will come to the store."
WHAT WE DO,What is he doing?
TEACHER NOT UNDERSTAND LETTER,The teacher does not understand the letter.
GROUP NOT UNDERSTAND MODEL,The group do not understand the model.
YESTERDAY I CLIMB HOUSE,"Yesterday, I climbed to the house."
NIGHT TEAM BRING BIKE,"At night, the team are bringing the bike."
YESTERDAY TEACHER WALK HOSPITAL,"Yesterday, the teacher walked to the hospital."
THEY NOT HAVE VIDEO,They do not have the video.
TEACHER NOT WANT LETTER,The teacher does not want the letter.
PLEASE HELP ME I NEED CAMERA FOR TIME,"Please help me, I need the camera for the time."
TOMORROW FRIEND FEEL STRONG,"Tomorrow, the friend will feel strong."
WORKER NOT SEE QUESTION,The worker does not see the question.
NOW I DRIVE_CAR DRIVE_CAR,"Now, I am driving the drive_car."
AFTERNOON BOSS DRINK WATER,"In the afternoon, the boss is drinking some water."
MORNING SHE PROGRAM WORD,"In the morning, she is programming the word."
NIGHT GROUP BORROW PART,"At night, the group are borrowing the part."
AFTERNOON TEACHER DRINK COFFEE,"In the afternoon, the teacher is drinking some coffee."
NIGHT YOU DRINK MEDICINE,"At night, you are drinking some medicine."
YESTERDAY I GO BANK GET IDEA COME HOME,"Yesterday, I went to the bank, got the idea, and came home."
CHILD NOT HAVE CODE,The child does not have the code.
YESTERDAY WOMAN SEARCH MODEL,"Yesterday, the woman searched the model."
NOW STUDENT FIX PART,"Now, the student is fixing the part."
MORNING BROTHER FEEL SORRY,"In the morning, the brother is feeling sorry."
PLEASE HELP ME I NEED DATA FOR BODY,"Please help me, I need the data for the body."
HE FEEL SORRY YOU-KNOW,Is he feeling sorry?
TOMORROW MOTHER FEEL CONFUSED,"Tomorrow, the mother will feel confused."
NOW BROTHER PAY TIME,"Now, the brother is paying the time."
NIGHT BOSS DRIVE_CAR TRAIN,"At night, the boss is driving the train."
TOMORROW MORNING I WANT GO SCHOOL STUDY BAG,"Tomorrow morning, I want to go to the school and study the bag."
TOMORROW BABY SHOW THEY,"Tomorrow, the baby will show them."
NIGHT TEACHER USE LANGUAGE,"At night, the teacher is using the language."
YOU NOT HAVE GRADE,You do not have the grade.
NIGHT FAMILY STAND CITY,"At night, the family are standing to the city."
BROTHER NOT KNOW MARKET,The brother does not know the market.
STUDENT NOT WANT IDEA,The student does not want the idea.
AFTERNOON SISTER FEEL STRONG,"In the afternoon, the sister is feeling strong."
NOW BOSS MAKE_CREATE VIDEO,"Now, the boss is making the video."
TOMORROW MORNING I WANT GO RESTAURANT STUDY MONEY,"Tomorrow morning, I want to go to the restaurant and study the money."
TOMORROW MAN THROW BOOK,"Tomorrow, the man will throw the book."
NIGHT MAN SHOW WOMAN,"At night, the man is showing the woman."
GROUP NOT LIKE CAMERA,The group do not like the camera.
SHE NOT UNDERSTAND PASSWORD,She does not understand the password.
TOMORROW FAMILY FEEL WEAK,"Tomorrow, the family will feel weak."
THEY LIKE CITY YOU-KNOW,Do they like the city?
NOW WE FEEL HAPPY,"Now, we are feeling happy."
PLEASE HELP ME I NEED INTERNET FOR MEETING,"Please help me, I need the internet for the meeting."
NIGHT FRIEND FEEL SORRY,"At night, the friend is feeling sorry."
MAN NOT KNOW CAMERA,The man does not know the camera.
AFTERNOON I PRACTICE PROBLEM,"In the afternoon, I am practicing the problem."
CHILD NOT NEED BANK,The child does not need the bank.
TOMORROW TEAM GO MARKET,"Tomorrow, the team will go to the market."
TOMORROW GROUP GO PARK,"Tomorrow, the group will go to the park."
TOMORROW MAN FEEL HAPPY,"Tomorrow, the man will feel happy."
TEACHER NOT LIKE MODEL,The teacher does not like the model.
NOW TEAM FEEL SAD,"Now, the team are feeling sad."
NOW WOMAN BRING DATA,"Now, the woman is bringing the data."
AFTERNOON HE BUY PROGRAM,"In the afternoon, he is buying the program."
MORNING I FEEL SORRY,"In the morning, I am feeling sorry."
FRIEND NOT UNDERSTAND VIDEO,The friend does not understand the video.
YESTERDAY BOSS NEED SOLUTION,"Yesterday, the boss needed the solution."
HE FEEL ANGRY YOU-KNOW,Is he feeling angry?
SISTER NOT KNOW PASSWORD,The sister does not know the password.
NOW WOMAN SHOW FRIEND,"Now, the woman is showing the friend."
TOMORROW DOCTOR OPEN LETTER,"Tomorrow, the doctor will open the letter."
CHILD NOT UNDERSTAND COMPANY,The child does not understand the company.
WORKER NOT NEED MEETING,The worker does not need the meeting.
TOMORROW YOU COOK FOOD,"Tomorrow, you will cook the food."
YESTERDAY CHILD TRY KEY,"Yesterday, the child tried the key."
MORNING STUDENT SEND CODE,"In the morning, the student is sending the code."
MORNING WE USE LAPTOP,"In the morning, we are using the laptop."
NIGHT POLICE USE PROJECT,"At night, the police are using the project."
FAMILY NOT WANT SIGN,The family do not want the sign.
TOMORROW BROTHER MISS HOUSE,"Tomorrow, the brother will miss the house."
YESTERDAY POLICE ASK LAPTOP,"Yesterday, the police asked the laptop."
NOW WE WANT IDEA,"Now, we want the idea."
NIGHT GROUP EAT_FOOD APPLE,"At night, the group are eating some apple."
NIGHT HE DELETE MODEL,"At night, he is deleting the model."
AFTERNOON BROTHER PULL DATA,"In the afternoon, the brother is pulling the data."
TEACHER NOT NEED PROBLEM,The teacher does not need the problem.
NOW TEACHER FALL COMPANY,"Now, the teacher is falling to the company."
HE AGE ELEVEN,He is eleven years old.
NOW BROTHER TELL QUESTION,"Now, the brother is telling the question."
YESTERDAY GROUP UNDERSTAND MARKET,"Yesterday, the group understood the market."
YESTERDAY WOMAN DOWNLOAD CODE,"Yesterday, the woman downloaded the code."
MOTHER NOT SEE RESTAURANT,The mother does not see the restaurant.
NIGHT TEAM FEEL HAPPY,"At night, the team are feeling happy."
YOU NOT UNDERSTAND SOLUTION,You do not understand the solution.
WORKER NOT NEED PLACE,The worker does not need the place.
NOW MOTHER DRINK WATER,"Now, the mother is drinking some water."
YESTERDAY STUDENT FEEL EXCITED,"Yesterday, the student felt excited."
NIGHT TEAM FEEL TIRED,"At night, the team are feeling tired."
AFTERNOON STUDENT RETURN SCHOOL,"In the afternoon, the student is returning to the school."
DOCTOR NOT WANT PLACE,The doctor does not want the place.
TEACHER NOT NEED VIDEO,The teacher does not need the video.
TOMORROW FAMILY FEEL SICK,"Tomorrow, the family will feel sick."
YESTERDAY I GO PLACE GET MONEY COME HOME,"Yesterday, I went to the place, got the money, and came home."
NOW BABY DRINK MEDICINE,"Now, the baby is drinking some medicine."
POLICE NOT NEED GRADE,The police do not need the grade.
NIGHT THEY FEEL TIRED,"At night, they are feeling tired."
NIGHT TEACHER LEAVE PLACE,"At night, the teacher is leaving the place."
NOW MOTHER FEEL PROUD,"Now, the mother is feeling proud."
NOW WORKER GET APP,"Now, the worker is getting the app."
YESTERDAY BOSS CATCH LAPTOP,"Yesterday, the boss caught the laptop."
MORNING GROUP BORROW BODY,"In the morning, the group are borrowing the body."
PLEASE HELP ME I NEED IDEA FOR AGE,"Please help me, I need the idea for the age."
NOW STUDENT FIX SYSTEM,"Now, the student is fixing the system."
TOMORROW MORNING I WANT GO STORE READ HAND,"Tomorrow morning, I want to go to the store and read the hand."
AFTERNOON MOTHER UPLOAD PHONE,"In the afternoon, the mother is uploading the phone."
WHY YOU FEEL BUSY,Why are you feeling busy?
YESTERDAY I GO ROOM SEE KEY COME HOME,"Yesterday, I went to the room, saw the key, and came home."
YESTERDAY FAMILY DRIVE_CAR DRIVE_CAR,"Yesterday, the family drove the drive_car."
TEACHER NOT KNOW BOOK,The teacher does not know the book.
YESTERDAY SHE SELL SIGN,"Yesterday, she sold the sign."
MORNING I BORROW LESSON,"In the morning, I am borrowing the lesson."
PLEASE BRING SIGN,Please bring the sign.
HOW-MUCH DATA SHE NEED,How much data does she need?
MORNING WORKER START HOSPITAL,"In the morning, the worker starts the hospital."
YESTERDAY POLICE DRIVE_CAR TRAIN,"Yesterday, the police drove the train."
MORNING WOMAN MAKE_CREATE MONEY,"In the morning, the woman is making the money."
YESTERDAY WOMAN WALK BANK,"Yesterday, the woman walked to the bank."
YOU WANT IDEA YOU-KNOW,Do you want the idea?
YESTERDAY SHE VISIT LIBRARY,"Yesterday, she visited the library."
YOU WANT SENTENCE YOU-KNOW,Do you want the sentence?
I NOT KNOW SOLUTION,I do not know the solution.
NIGHT FAMILY SHOW WORKER,"At night, the family are showing the worker."
WORKER NOT LIKE LESSON,The worker does not like the lesson.
FOURTEEN MONTH,fourteen months.
WHERE WE GO,Where is they going?
AFTERNOON WE FEEL BUSY,"In the afternoon, we are feeling busy."
WE FEEL ANGRY YOU-KNOW,Are we feeling angry?
NOW BROTHER CHANGE MODEL,"Now, the brother is changing the model."
PLEASE HELP ME I NEED BOOK FOR PROBLEM,"Please help me, I need the book for the problem."
WHY I LEAVE,Why am I leaveing?
HE NOT WANT TIME,He does not want the time.
NIGHT THEY WORK MARKET,"At night, they work the market."
TOMORROW TEACHER CONFUSE SOLUTION,"Tomorrow, the teacher will confuse the solution."
WORKER NOT UNDERSTAND EXAM,The worker does not understand the exam.
YESTERDAY SHE STAND HOSPITAL,"Yesterday, she stood to the hospital."
CHILD NOT UNDERSTAND ENGLISH,The child does not understand the english.
TOMORROW MORNING I WANT GO SCHOOL STUDY LETTER,"Tomorrow morning, I want to go to the school and study the letter."
YOU NOT UNDERSTAND LANGUAGE,You do not understand the language.
AFTERNOON MAN PUSH PART,"In the afternoon, the man is pushing the part."
PLEASE HELP ME I NEED WORD FOR LETTER,"Please help me, I need the word for the letter."
SISTER NOT HAVE LETTER,The sister does not have the letter.
NOW I SHOW MOTHER,"Now, I am showing the mother."
NOW POLICE SHOW TEAM,"Now, the police are showing the team."
TOMORROW WORKER FEEL TIRED,"Tomorrow, the worker will feel tired."
HE NEED WHAT,What does he need?
NOW MAN FEEL PROUD,"Now, the man is feeling proud."
AFTERNOON SISTER WALK CITY,"In the afternoon, the sister is walking to the city."
YESTERDAY BABY FEEL NERVOUS,"Yesterday, the baby felt nervous."
TOMORROW TEACHER WORK HOUSE,"Tomorrow, the teacher will work the house."
TOMORROW MORNING I WANT GO ROOM LEARN IDEA,"Tomorrow morning, I want to go to the room and learn the idea."
MORNING POLICE FEEL STRONG,"In the morning, the police are feeling strong."
NOW FATHER EAT_FOOD FOOD,"Now, the father is eating the food."
YOU HAVE PROGRAM YOU-KNOW,Do you have the program?
NIGHT STUDENT COOK FOOD,"At night, the student is cooking the food."
